CA-2017-152142;2017-11-14;LW-16990;United States;San Francisco;FUR-CH-10002965;Furniture;Chairs;200.98;2;2017-11-19;Standard Class
CA-2016-158211;2016-01-04;BP-11185;United States;Philadelphia;OFF-AR-10004078;Office Supplies;Art;5.84;1;2016-01-08;Standard Class
CA-2017-128076;2017-02-02;BO-11350;United States;San Diego;FUR-FU-10000293;Furniture;Furnishings;105.29;2;2017-02-07;Standard Class
CA-2014-133634;2014-11-05;SR-20740;United States;Arlington;TEC-AC-10002550;Technology;Accessories;15.93;3;2014-11-10;Standard Class
CA-2016-124485;2016-11-24;NC-18340;United States;New York City;TEC-AC-10002323;Technology;Accessories;22.1;4;2016-11-26;First Class
CA-2017-158169;2017-08-12;JM-16195;United States;Lake Forest;OFF-AP-10000828;Office Supplies;Appliances;180.98;3;2017-08-15;First Class
CA-2017-128328;2017-08-05;PO-18865;United States;Indianapolis;TEC-AC-10001714;Technology;Accessories;39.89;2;2017-08-09;Standard Class
CA-2015-121132;2015-07-17;VB-21745;United States;Houston;OFF-LA-10002368;Office Supplies;Labels;2.61;3;2015-07-24;Standard Class
CA-2016-110982;2016-06-05;CK-12205;United States;Santa Clara;OFF-AP-10004859;Office Supplies;Appliances;14.56;4;2016-06-07;First Class
CA-2015-143147;2015-05-26;PS-18760;United States;San Antonio;FUR-CH-10004754;Furniture;Chairs;29.98;5;2015-05-28;Second Class
CA-2014-133851;2014-06-09;CM-12445;United States;San Francisco;OFF-SU-10001225;Office Supplies;Supplies;3.68;2;2014-06-16;Standard Class
CA-2016-129903;2016-12-01;GZ-14470;United States;Rochester;OFF-PA-10004040;Office Supplies;Paper;5.98;4;2016-12-04;Second Class
CA-2017-167381;2017-09-22;EH-14005;United States;Lansing;OFF-LA-10000134;Office Supplies;Labels;3.08;9;2017-09-24;Second Class
CA-2014-132451;2014-09-26;KF-16285;United States;San Diego;FUR-CH-10000454;Furniture;Chairs;243.98;3;2014-09-27;First Class
CA-2016-161662;2016-02-07;BE-11410;United States;Lancaster;OFF-PA-10003465;Office Supplies;Paper;18.97;2;2016-02-09;First Class
CA-2015-126557;2015-07-12;RL-19615;United States;Chicago;OFF-BI-10003314;Office Supplies;Binders;4.82;2;2015-07-17;Second Class
US-2016-124163;2016-09-25;SC-20695;United States;La Crosse;OFF-AR-10000817;Office Supplies;Art;3.04;1;2016-09-30;Standard Class
CA-2014-169061;2014-03-05;AB-10150;United States;Yonkers;TEC-AC-10002001;Technology;Accessories;159.99;3;2014-03-08;Second Class
