CA-2014-136399;2014-12-16;CC-12100;United States;Los Angeles;TEC-PH-10004977;Technology;Phones;195.99;4;2014-12-17;First Class
CA-2014-156244;2014-08-12;DH-13675;United States;Miami;OFF-AP-10002403;Office Supplies;Appliances;44.01;6;2014-08-16;Standard Class
CA-2016-113733;2016-12-08;LH-16900;United States;Greenville;TEC-AC-10004877;Technology;Accessories;6.9;3;2016-12-12;Standard Class
CA-2014-162992;2014-12-19;BP-11095;United States;Los Angeles;OFF-LA-10001934;Office Supplies;Labels;7.31;2;2014-12-21;First Class
CA-2017-125913;2017-01-16;JO-15145;United States;Los Angeles;FUR-TA-10001520;Furniture;Tables;71.37;7;2017-01-16;Same Day
CA-2017-140872;2017-06-03;NR-18550;United States;Pembroke Pines;OFF-BI-10002432;Office Supplies;Binders;5.06;3;2017-06-10;Standard Class
CA-2015-126739;2015-11-01;JH-16180;United States;New York City;FUR-CH-10000422;Furniture;Chairs;90.99;4;2015-11-03;Second Class
CA-2016-159891;2016-01-31;BF-11170;United States;Atlanta;OFF-BI-10003527;Office Supplies;Binders;1270.99;1;2016-02-06;Standard Class
CA-2014-111150;2014-12-31;RW-19630;United States;Columbia;TEC-AC-10000290;Technology;Accessories;6.79;7;2015-01-04;Standard Class
CA-2015-120880;2015-05-29;JL-15850;United States;Seattle;OFF-ST-10001496;Office Supplies;Storage;180.19;3;2015-06-03;Standard Class
CA-2015-121797;2015-01-30;CC-12145;United States;Los Angeles;TEC-MA-10000488;Technology;Machines;799.99;3;2015-02-06;Standard Class
CA-2017-110905;2017-09-10;RW-19690;United States;Springfield;OFF-BI-10002954;Office Supplies;Binders;4.57;3;2017-09-15;Second Class
US-2017-158512;2017-01-12;DA-13450;United States;Washington;FUR-FU-10004973;Furniture;Furnishings;18.84;2;2017-01-17;Second Class
CA-2014-138240;2014-10-09;SJ-20500;United States;San Francisco;OFF-AR-10002135;Office Supplies;Art;48.2;3;2014-10-14;Standard Class
US-2017-155425;2017-11-10;AB-10600;United States;Tucson;TEC-PH-10002563;Technology;Phones;125.99;2;2017-11-11;First Class
CA-2017-136364;2017-07-13;MH-17455;United States;Philadelphia;TEC-PH-10003885;Technology;Phones;65.99;1;2017-07-17;Second Class
CA-2017-107174;2017-11-06;AB-10060;United States;Seattle;TEC-AC-10001465;Technology;Accessories;36.32;3;2017-11-13;Standard Class
CA-2016-127243;2016-11-28;DS-13180;United States;Philadelphia;FUR-CH-10002647;Furniture;Chairs;70.98;7;2016-12-04;Standard Class
