CA-2014-166863;2014-06-20;SC-20020;United States;Plano;FUR-BO-10001608;Furniture;Bookcases;70.98;4;2014-06-24;Standard Class
CA-2015-103177;2015-05-30;EN-13780;United States;New York City;TEC-PH-10001795;Technology;Phones;79.99;3;2015-06-01;First Class
CA-2016-101525;2016-05-01;CM-12235;United States;Little Rock;OFF-AR-10000716;Office Supplies;Art;5.58;2;2016-05-04;Second Class
CA-2017-153822;2017-09-19;AB-10105;United States;Phoenix;TEC-PH-10002415;Technology;Phones;294.95;2;2017-09-25;Standard Class
US-2014-133130;2014-09-27;TH-21100;United States;San Diego;OFF-PA-10000675;Office Supplies;Paper;40.99;2;2014-10-01;Standard Class
CA-2015-109512;2015-03-05;LF-17185;United States;New York City;OFF-ST-10000689;Office Supplies;Storage;140.85;4;2015-03-05;Same Day
CA-2017-132584;2017-08-26;HJ-14875;United States;Detroit;OFF-ST-10000344;Office Supplies;Storage;13.43;4;2017-08-27;First Class
CA-2017-105235;2017-12-05;SM-20950;United States;New York City;FUR-FU-10000521;Furniture;Furnishings;29.34;2;2017-12-11;Standard Class
CA-2016-134803;2016-05-28;CL-12565;United States;Los Angeles;OFF-PA-10003790;Office Supplies;Paper;22.84;8;2016-06-03;Standard Class
CA-2016-158568;2016-08-29;RB-19465;United States;Chicago;OFF-BI-10002609;Office Supplies;Binders;2.98;3;2016-09-02;Standard Class
CA-2017-134978;2017-11-12;EB-13705;United States;New York City;OFF-BI-10003274;Office Supplies;Binders;3.98;5;2017-11-15;Second Class
CA-2015-135391;2015-02-09;FA-14230;United States;San Antonio;OFF-LA-10001074;Office Supplies;Labels;12.53;4;2015-02-11;Second Class
CA-2014-156587;2014-03-07;AB-10015;United States;Seattle;OFF-ST-10002344;Office Supplies;Storage;80.98;3;2014-03-08;First Class
CA-2014-124478;2014-08-08;MA-17560;United States;Trenton;OFF-AP-10002495;Office Supplies;Appliances;62.05;3;2014-08-12;Standard Class
CA-2015-109575;2015-09-18;KH-16630;United States;Clinton;OFF-ST-10004123;Office Supplies;Storage;90.98;7;2015-09-23;Standard Class
CA-2014-143210;2014-12-01;AA-10645;United States;Lowell;FUR-FU-10002268;Furniture;Furnishings;4.91;2;2014-12-03;First Class
US-2017-118038;2017-12-09;KB-16600;United States;Houston;OFF-ST-10000615;Office Supplies;Storage;11.35;3;2017-12-11;First Class
CA-2017-128755;2017-05-04;MK-18160;United States;Newport News;OFF-PA-10000726;Office Supplies;Paper;9.11;1;2017-05-08;Standard Class
CA-2017-151981;2017-08-06;GM-14455;United States;Concord;OFF-AR-10000380;Office Supplies;Art;37.98;6;2017-08-12;Standard Class
US-2015-139759;2015-08-25;NL-18310;United States;Los Angeles;FUR-CH-10002774;Furniture;Chairs;50.98;1;2015-08-30;Standard Class
CA-2017-150609;2017-04-30;NZ-18565;United States;Los Angeles;OFF-BI-10002071;Office Supplies;Binders;5.81;5;2017-05-04;Standard Class
CA-2016-157686;2016-10-01;BD-11620;United States;San Francisco;FUR-CH-10001146;Furniture;Chairs;60.89;4;2016-10-02;First Class
US-2015-129007;2015-09-13;KD-16615;United States;Anaheim;FUR-CH-10000155;Furniture;Chairs;299.05;3;2015-09-15;First Class
CA-2014-168984;2014-11-26;NW-18400;United States;Tigard;TEC-PH-10000038;Technology;Phones;136.98;4;2014-12-02;Standard Class
US-2017-156356;2017-04-16;ND-18370;United States;Houston;OFF-BI-10001107;Office Supplies;Binders;14.48;1;2017-04-22;Standard Class
CA-2017-147039;2017-06-29;AA-10315;United States;Minneapolis;OFF-BI-10004654;Office Supplies;Binders;5.77;2;2017-07-04;Standard Class
CA-2017-117443;2017-12-23;JB-15400;United States;Rockford;OFF-BI-10004002;Office Supplies;Binders;17.3;4;2017-12-25;Second Class
CA-2017-156664;2017-12-18;BP-11290;United States;Columbus;OFF-BI-10004209;Office Supplies;Binders;8.04;3;2017-12-23;Standard Class
US-2015-118766;2015-10-15;LS-16975;United States;Dallas;OFF-BI-10002813;Office Supplies;Binders;1.98;10;2015-10-22;Standard Class
CA-2014-115812;2014-06-09;BH-11710;United States;Los Angeles;TEC-PH-10002275;Technology;Phones;188.99;6;2014-06-14;Standard Class
CA-2016-123358;2016-04-10;BT-11680;United States;San Francisco;OFF-ST-10000636;Office Supplies;Storage;16.74;9;2016-04-17;Standard Class
CA-2017-134096;2017-09-24;PP-18955;United States;Hollywood;TEC-PH-10000526;Technology;Phones;95.99;5;2017-09-29;Standard Class
CA-2017-130904;2017-04-11;HM-14980;United States;Burlington;OFF-AR-10000127;Office Supplies;Art;3.28;8;2017-04-16;Standard Class
CA-2014-148040;2014-03-22;BF-11275;United States;Tucson;FUR-CH-10001482;Furniture;Chairs;130.98;3;2014-03-26;Standard Class
CA-2016-128811;2016-09-12;SF-20200;United States;Seattle;OFF-FA-10000585;Office Supplies;Fasteners;3.49;3;2016-09-16;Standard Class
CA-2017-105053;2017-07-07;CS-12355;United States;Long Beach;OFF-BI-10001634;Office Supplies;Binders;7.28;3;2017-07-09;Second Class
US-2016-147711;2016-09-03;HF-14995;United States;Baltimore;FUR-FU-10002364;Furniture;Furnishings;7.38;2;2016-09-08;Second Class
US-2017-160143;2017-03-31;HG-14965;United States;Los Angeles;OFF-SU-10004231;Office Supplies;Supplies;9.9;3;2017-04-07;Standard Class
CA-2015-166975;2015-11-26;SH-20635;United States;Jackson;FUR-FU-10003930;Furniture;Furnishings;78.69;11;2015-11-30;Standard Class
US-2015-134558;2015-12-19;PM-19135;United States;Dover;OFF-PA-10001184;Office Supplies;Paper;5.98;5;2015-12-24;Second Class
CA-2014-103219;2014-11-09;BF-11215;United States;New York City;FUR-FU-10004091;Furniture;Furnishings;6.28;9;2014-11-13;Standard Class
CA-2016-155481;2016-09-01;DK-13225;United States;Philadelphia;OFF-FA-10002780;Office Supplies;Fasteners;2.98;7;2016-09-05;Standard Class
CA-2017-106859;2017-03-13;BF-11215;United States;Albuquerque;OFF-ST-10000615;Office Supplies;Storage;11.35;8;2017-03-18;Second Class
CA-2017-142328;2017-12-07;TC-21535;United States;San Francisco;OFF-PA-10000380;Office Supplies;Paper;8.34;6;2017-12-14;Standard Class
CA-2017-111332;2017-05-20;NC-18340;United States;Fargo;OFF-AR-10001953;Office Supplies;Art;43.98;3;2017-05-22;Second Class
CA-2015-114811;2015-11-08;KD-16495;United States;New York City;FUR-FU-10002240;Furniture;Furnishings;3.94;3;2015-11-08;Same Day
CA-2016-118689;2016-10-02;TC-20980;United States;Lafayette;TEC-CO-10004722;Technology;Copiers;3499.99;5;2016-10-09;Standard Class
US-2014-157385;2014-11-23;SC-20095;United States;Los Angeles;FUR-CH-10000595;Furniture;Chairs;238.4;2;2014-11-25;First Class
CA-2015-121720;2015-06-11;JE-15610;United States;Lakeland;OFF-BI-10001308;Office Supplies;Binders;6.28;2;2015-06-12;First Class
US-2016-103674;2016-12-06;AP-10720;United States;Los Angeles;OFF-PA-10000743;Office Supplies;Paper;6.68;2;2016-12-10;Standard Class
US-2017-132059;2017-09-23;AP-10915;United States;Fort Collins;FUR-BO-10001811;Furniture;Bookcases;300.98;2;2017-09-29;Standard Class
CA-2014-164315;2014-04-02;RD-19585;United States;Athens;OFF-PA-10004248;Office Supplies;Paper;5.28;3;2014-04-08;Standard Class
US-2014-130379;2014-05-25;JL-15235;United States;Chicago;OFF-AP-10001394;Office Supplies;Appliances;189.0;2;2014-05-29;Standard Class
CA-2016-158568;2016-08-29;RB-19465;United States;Chicago;TEC-AC-10001767;Technology;Accessories;39.99;3;2016-09-02;Standard Class
US-2017-155866;2017-11-17;CC-12370;United States;New York City;OFF-PA-10004735;Office Supplies;Paper;6.48;6;2017-11-21;Standard Class
US-2017-143770;2017-03-20;RD-19720;United States;Middletown;TEC-AC-10002842;Technology;Accessories;119.0;2;2017-03-24;Standard Class
CA-2017-102610;2017-11-04;CA-12265;United States;Chattanooga;OFF-LA-10002195;Office Supplies;Labels;3.08;2;2017-11-08;Standard Class
CA-2015-165050;2015-12-07;AH-10210;United States;New York City;OFF-BI-10003727;Office Supplies;Binders;4.18;2;2015-12-09;First Class
CA-2016-134803;2016-05-28;CL-12565;United States;Los Angeles;OFF-BI-10002215;Office Supplies;Binders;7.1;4;2016-06-03;Standard Class
US-2015-114741;2015-12-06;IL-15100;United States;North Las Vegas;OFF-LA-10004853;Office Supplies;Labels;4.98;3;2015-12-10;Standard Class
CA-2015-126557;2015-07-12;RL-19615;United States;Chicago;FUR-FU-10001861;Furniture;Furnishings;19.4;1;2015-07-17;Second Class
CA-2017-139311;2017-08-11;SF-20965;United States;Bedford;OFF-AR-10004582;Office Supplies;Art;1.64;7;2017-08-13;First Class
CA-2017-156958;2017-12-05;PB-18805;United States;Seattle;OFF-BI-10002071;Office Supplies;Binders;5.81;2;2017-12-06;First Class
CA-2016-154711;2016-11-22;TB-21355;United States;New York City;OFF-BI-10000605;Office Supplies;Binders;3.81;4;2016-11-26;Standard Class
US-2016-148901;2016-05-14;MK-17905;United States;Jacksonville;FUR-FU-10002396;Furniture;Furnishings;12.58;3;2016-05-19;Standard Class
CA-2017-164112;2017-06-30;ND-18460;United States;Mount Vernon;OFF-ST-10002615;Office Supplies;Storage;155.06;7;2017-07-04;Standard Class
CA-2017-155824;2017-03-10;KS-16300;United States;Raleigh;OFF-BI-10000014;Office Supplies;Binders;10.91;4;2017-03-15;Standard Class
US-2014-141215;2014-06-15;KL-16555;United States;San Antonio;FUR-CH-10003379;Furniture;Chairs;284.98;4;2014-06-21;Standard Class
US-2017-124303;2017-07-06;FH-14365;United States;Philadelphia;OFF-BI-10000343;Office Supplies;Binders;4.91;2;2017-07-13;Standard Class
CA-2017-129021;2017-08-23;PO-18850;United States;Tallahassee;FUR-FU-10001852;Furniture;Furnishings;1.74;2;2017-08-26;Second Class
US-2017-168690;2017-01-07;TS-21085;United States;Ormond Beach;OFF-BI-10000145;Office Supplies;Binders;3.12;3;2017-01-13;Standard Class
CA-2017-155957;2017-11-26;CC-12610;United States;Columbus;OFF-AP-10004708;Office Supplies;Appliances;38.06;7;2017-11-30;Standard Class
CA-2015-142377;2015-12-04;MS-17980;United States;Springfield;OFF-PA-10001970;Office Supplies;Paper;12.28;7;2015-12-09;Standard Class
CA-2017-144932;2017-04-14;AB-10165;United States;Toledo;OFF-AR-10003560;Office Supplies;Art;6.08;3;2017-04-17;First Class
CA-2015-122259;2015-10-31;HP-14815;United States;Jackson;OFF-SU-10002573;Office Supplies;Supplies;17.53;4;2015-11-04;Standard Class
US-2017-167402;2017-01-13;CP-12085;United States;Springfield;OFF-PA-10004983;Office Supplies;Paper;6.48;5;2017-01-18;Second Class
CA-2016-132829;2016-12-23;LA-16780;United States;Houston;TEC-PH-10004912;Technology;Phones;54.95;3;2016-12-26;Second Class
CA-2016-140928;2016-09-18;NB-18655;United States;Jacksonville;FUR-TA-10001095;Furniture;Tables;174.29;4;2016-09-22;Standard Class
