US-2014-141215;2014-06-15;KL-16555;United States;San Antonio;FUR-TA-10001520;Furniture;Tables;71.37;2;2014-06-21;Standard Class
CA-2015-157322;2015-07-02;RH-19600;United States;Carol Stream;OFF-PA-10000659;Office Supplies;Paper;6.98;2;2015-07-06;Standard Class
CA-2017-121580;2017-05-29;ML-17410;United States;Columbus;OFF-BI-10000632;Office Supplies;Binders;43.41;1;2017-06-04;Standard Class
CA-2015-167745;2015-09-18;GB-14530;United States;Los Angeles;FUR-FU-10001591;Furniture;Furnishings;12.2;2;2015-09-23;Standard Class
CA-2016-113061;2016-04-22;EL-13735;United States;Jefferson City;FUR-FU-10003975;Furniture;Furnishings;43.31;2;2016-04-26;Standard Class
CA-2015-100146;2015-05-14;CB-12535;United States;Camarillo;FUR-CH-10003833;Furniture;Chairs;60.98;2;2015-05-19;Standard Class
CA-2017-141733;2017-05-07;RW-19540;United States;Detroit;FUR-CH-10002017;Furniture;Chairs;26.64;1;2017-05-11;Standard Class
CA-2014-122931;2014-09-29;SM-20950;United States;Philadelphia;FUR-TA-10004175;Furniture;Tables;341.06;2;2014-10-03;Standard Class
CA-2017-151799;2017-12-14;BF-11170;United States;Lawrence;OFF-ST-10002790;Office Supplies;Storage;73.85;1;2017-12-18;Standard Class
CA-2014-153913;2014-12-16;KB-16585;United States;Hialeah;OFF-FA-10000490;Office Supplies;Fasteners;1.24;2;2014-12-20;Second Class
CA-2017-105620;2017-12-25;JH-15430;United States;Hialeah;TEC-MA-10004626;Technology;Machines;120.0;2;2017-12-28;First Class
CA-2017-137449;2017-06-29;ME-17725;United States;Dallas;OFF-AP-10000240;Office Supplies;Appliances;53.48;2;2017-06-30;First Class
US-2017-102904;2017-11-13;CB-12025;United States;Decatur;TEC-AC-10000927;Technology;Accessories;29.99;8;2017-11-20;Standard Class
CA-2017-158561;2017-11-11;BB-11545;United States;Fort Lauderdale;OFF-AP-10002651;Office Supplies;Appliances;289.53;5;2017-11-16;Second Class
CA-2015-138457;2015-09-13;AM-10705;United States;Jacksonville;OFF-BI-10000014;Office Supplies;Binders;10.91;4;2015-09-17;Standard Class
CA-2016-169957;2016-09-26;SN-20710;United States;Covington;OFF-PA-10004040;Office Supplies;Paper;5.98;5;2016-09-30;Standard Class
CA-2015-128013;2015-08-09;MF-18250;United States;New York City;FUR-FU-10000320;Furniture;Furnishings;3.34;3;2015-08-16;Standard Class
CA-2015-162369;2015-08-15;TT-21265;United States;Los Angeles;OFF-ST-10000046;Office Supplies;Storage;161.55;2;2015-08-19;Standard Class
CA-2014-130918;2014-08-22;JP-15520;United States;North Miami;OFF-SU-10003936;Office Supplies;Supplies;3.18;3;2014-08-24;Second Class
CA-2014-133158;2014-08-19;DW-13195;United States;Los Angeles;OFF-BI-10000632;Office Supplies;Binders;43.41;2;2014-08-21;Second Class
CA-2016-156811;2016-10-27;BP-11095;United States;San Francisco;OFF-AP-10001366;Office Supplies;Appliances;10.98;4;2016-11-02;Standard Class
CA-2015-135363;2015-03-28;CK-12205;United States;Philadelphia;OFF-PA-10003177;Office Supplies;Paper;6.48;3;2015-04-02;Standard Class
CA-2017-106782;2017-12-21;LP-17095;United States;Lafayette;OFF-ST-10004459;Office Supplies;Storage;375.34;1;2017-12-27;Standard Class
US-2014-147704;2014-11-16;SR-20740;United States;Bloomington;OFF-PA-10003270;Office Supplies;Paper;5.28;6;2014-11-21;Standard Class
CA-2017-140949;2017-03-17;DB-13405;United States;New York City;OFF-BI-10000605;Office Supplies;Binders;3.81;3;2017-03-22;Second Class
CA-2017-102155;2017-07-13;RR-19525;United States;Overland Park;OFF-ST-10001496;Office Supplies;Storage;180.19;2;2017-07-17;Standard Class
CA-2015-126697;2015-09-21;SV-20815;United States;Houston;TEC-AC-10004353;Technology;Accessories;63.0;3;2015-09-24;First Class
CA-2016-138667;2016-12-27;MW-18220;United States;Lancaster;TEC-AC-10003063;Technology;Accessories;25.0;2;2016-12-30;Second Class
CA-2015-117611;2015-11-08;MZ-17335;United States;San Diego;TEC-AC-10002049;Technology;Accessories;123.99;3;2015-11-10;Second Class
