CA-2015-128167;2015-06-22;KL-16645;United States;Layton;OFF-FA-10000490;Office Supplies;Fasteners;1.24;4;2015-06-26;Second Class
CA-2014-104829;2014-11-18;JG-15805;United States;Provo;OFF-PA-10003016;Office Supplies;Paper;3.14;7;2014-11-21;Second Class
CA-2016-107216;2016-06-14;PV-18985;United States;San Francisco;OFF-AR-10001545;Office Supplies;Art;1.76;4;2016-06-17;First Class
CA-2016-105291;2016-10-30;SP-20920;United States;San Luis Obispo;OFF-FA-10003059;Office Supplies;Fasteners;1.81;2;2016-11-04;Standard Class
CA-2017-101308;2017-10-02;FG-14260;United States;Seattle;TEC-PH-10003800;Technology;Phones;52.99;2;2017-10-07;Standard Class
US-2017-120147;2017-03-30;TB-21400;United States;Los Angeles;TEC-PH-10002447;Technology;Phones;205.99;1;2017-03-30;Same Day
CA-2015-104493;2015-10-02;EB-13705;United States;San Diego;OFF-BI-10004817;Office Supplies;Binders;11.98;6;2015-10-08;Standard Class
CA-2014-124856;2014-09-29;LD-17005;United States;New York City;FUR-FU-10000521;Furniture;Furnishings;29.34;4;2014-10-03;Second Class
CA-2017-147207;2017-01-02;TS-21655;United States;El Paso;OFF-AP-10000027;Office Supplies;Appliances;13.58;2;2017-01-04;Second Class
CA-2015-113628;2015-11-12;AH-10690;United States;Plantation;OFF-AR-10001246;Office Supplies;Art;2.94;5;2015-11-19;Standard Class
CA-2017-107748;2017-12-10;AG-10330;United States;Stockton;OFF-PA-10002005;Office Supplies;Paper;6.48;2;2017-12-12;Second Class
CA-2016-145583;2016-10-13;LC-16885;United States;Roseville;OFF-AR-10001149;Office Supplies;Art;2.88;4;2016-10-19;Standard Class
CA-2014-153087;2014-12-27;TC-20980;United States;Decatur;OFF-PA-10001243;Office Supplies;Paper;5.98;4;2015-01-03;Standard Class
CA-2014-164315;2014-04-02;RD-19585;United States;Athens;TEC-PH-10001128;Technology;Phones;149.99;7;2014-04-08;Standard Class
CA-2016-124772;2016-12-05;JG-15160;United States;Murray;FUR-FU-10004748;Furniture;Furnishings;63.94;3;2016-12-06;First Class
US-2017-165344;2017-11-13;SB-20290;United States;Springfield;TEC-AC-10002399;Technology;Accessories;19.02;4;2017-11-15;First Class
